name,category,lat,long,img,description
Церковь Похвалы Пресвятой Богородицы,"religion,churches,interesting_places,eastern_orthodox_churches",56.320358,43.982414,,
Сергиевская церковь (разр.),"religion,churches,interesting_places,eastern_orthodox_churches",55.00124,45.190964,,
храм в честь Иоанна Предтечи,"religion,churches,interesting_places,eastern_orthodox_churches",56.23003,43.415295,,
Церковь во имя Святого Пророка Божия Илии,"religion,churches,interesting_places,eastern_orthodox_churches",56.232067,43.760994,,
Сергиевская церковь,"religion,churches,interesting_places,eastern_orthodox_churches",56.322422,43.976631,,
Алексеевская церковь,"religion,churches,interesting_places,eastern_orthodox_churches",56.32362,43.977589,,
Храм в честь Казанской иконы Божией Матери,"religion,churches,interesting_places,eastern_orthodox_churches",56.328865,43.995708,,
Руины здания вокзала бывшей железнодорожной станции Осинки,"architecture,historic_architecture,interesting_places,destroyed_objects",56.733994,44.347229,,
Руины промышленного здания,"architecture,historic_architecture,interesting_places,destroyed_objects",57.46257,45.790298,,
Церковь Троицы Живоначальной,"religion,architecture,historic_architecture,churches,interesting_places,destroyed_objects,eastern_orthodox_churches",55.286076,43.610004,,
Русь,"architecture,historic_architecture,interesting_places,manor_houses,foods,cafes,tourist_facilities",55.966034,43.064575,,
Усадьба Л.А.Лосева-Рощина,"other,unclassified_objects,interesting_places,tourist_object",56.100624,43.512497,,
Усадьба,"other,unclassified_objects,interesting_places,tourist_object",55.583183,44.876659,,
Горки,"other,unclassified_objects,interesting_places,tourist_object",56.340416,43.860928,,
Наутилус,"other,unclassified_objects,interesting_places,tourist_object",56.317753,43.986584,,
Земляной вал,"other,unclassified_objects,interesting_places,tourist_object",56.321609,44.001461,,
Детская школа искусств №9,"other,unclassified_objects,interesting_places,tourist_object",56.319927,43.997711,,
Поликлиника УФСБ,"other,unclassified_objects,interesting_places,tourist_object",56.316616,43.991364,,
Дом статского советника В.С. Смирнова,"other,unclassified_objects,interesting_places,tourist_object",56.316109,43.992722,,
Италлюкс,"other,unclassified_objects,interesting_places,tourist_object",56.316471,43.994461,,
Нижегородский педагогический колледж имени К.Д.Ушинского,"other,unclassified_objects,interesting_places,tourist_object",56.319874,43.993813,,
Домик Клочая,"other,unclassified_objects,interesting_places,tourist_object",56.324917,43.995831,,
"Концертный зал ""Юпитер""","other,unclassified_objects,interesting_places,tourist_object",56.323143,44.009144,,
И.И. Чугунов,"other,unclassified_objects,interesting_places,tourist_object",56.328564,44.010174,,
Хоровое училище,"other,unclassified_objects,interesting_places,tourist_object",56.327053,44.008087,,
Нижегородская государственная медицинская академия,"other,unclassified_objects,interesting_places,tourist_object",56.329388,44.009434,,
Нижегородский медицинский базовый колледж,"other,unclassified_objects,interesting_places,tourist_object",56.322689,44.019222,,
Центр восстановительной медицины и реабилитации для детей,"other,unclassified_objects,interesting_places,tourist_object",56.325291,44.020454,,
Октябрьская,"other,unclassified_objects,interesting_places,tourist_object",56.328384,44.01981,,
Виктор Разживин,"other,unclassified_objects,interesting_places,historic_object",56.327652,44.036888,,
Музей Металлургов,"cultural,museums,interesting_places,other_museums",55.420399,42.526028,,
Святой источник св. Александры,"religion,other_temples,interesting_places",55.036968,43.243919,,
Церковь Всех Святых,"religion,churches,interesting_places,eastern_orthodox_churches",55.689857,42.628189,,
Спичка,"architecture,towers,interesting_places,observation_towers",55.718815,42.787659,,
Степаньковское кладбище,"cemeteries,historic,burial_places,interesting_places",55.988232,42.804131,,
Церковь Покрова Пресвятой Богородицы,"religion,churches,interesting_places,other_churches",55.909473,42.762669,,
Защитникам Отечества,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",55.961147,43.055172,,
Памятник героям войны,"historic,monuments_and_memorials,interesting_places,monuments",55.988182,43.007027,,
Гусиные бои,"historic,monuments_and_memorials,interesting_places,monuments",55.965324,43.06707,,
Слава КПСС,"cultural,urban_environment,interesting_places,installation",56.242729,43.183979,,
Поселение Ездаково,"historic,archaeology,interesting_places,other_archaeological_sites",55.237175,43.69265,,
Участникам локальных конфликтов,"historic,burial_places,interesting_places,war_memorials",55.397381,43.825779,,
10000 магазинов,"historic,monuments_and_memorials,interesting_places,monuments",56.234493,43.852276,,
Нижний Новгород,"cultural,urban_environment,interesting_places,installation",56.214725,43.90995,,
Героям ВОВ,"historic,monuments_and_memorials,interesting_places,monuments",56.042641,44.621445,,
Часовня Георгия Победоносца,"religion,churches,interesting_places,eastern_orthodox_churches",56.251595,43.38131,,
Самолет Ту-104А,"other,unclassified_objects,interesting_places,tourist_object",56.64666,43.566345,,
Д. М. Адясову,"historic,monuments_and_memorials,interesting_places,monuments",56.274799,43.913021,,
Памятник Горькому,"historic,monuments_and_memorials,interesting_places,monuments",56.312679,43.934742,,
Памятник Ленину,"historic,monuments_and_memorials,interesting_places,monuments",56.504852,43.606228,,
Мать и дитя,"historic,monuments_and_memorials,interesting_places,monuments",56.505207,43.606236,,
Церковь Казанской иконы Божией Матери,"religion,churches,interesting_places,eastern_orthodox_churches",56.581245,43.723648,,
Памятник участникам локальных событий,"historic,monuments_and_memorials,interesting_places,monuments",56.284401,43.945408,,
Марьина Роща,"cemeteries,historic,burial_places,interesting_places",56.283924,44.003082,,
Живой музей Ремесла,"cultural,museums,interesting_places,other_museums",56.323204,43.991394,,
К. Минин,"historic,monuments_and_memorials,interesting_places,monuments",56.328804,44.008877,,
Дом с исповедями,"cultural,urban_environment,interesting_places,installation",56.323727,44.014011,,
Храм С.Радонежского,"religion,other_temples,interesting_places",56.360336,44.045105,,
Тарасихинское кладбище,"cemeteries,historic,burial_places,interesting_places",56.685463,44.183479,,
Часовня в память об основателях деревни,"historic,monuments_and_memorials,interesting_places,monuments",56.707428,44.599133,,
В.И.Ленин,"historic,monuments_and_memorials,interesting_places,monuments",57.139088,43.82618,,
300-летняя Улангерская сосна,"other,unclassified_objects,interesting_places,tourist_object",56.967777,44.25996,,
Памятник погибшим в ВОВ,"historic,monuments_and_memorials,interesting_places,monuments",56.97678,44.554001,,
1870−1970 100 — Ленин,"other,unclassified_objects,interesting_places,tourist_object",57.728622,44.974091,,
Барский дом усадьбы А. А. Пушкина,"cultural,museums,interesting_places,other_museums",54.930061,45.314114,,
Церковь А. Невского,"religion,other_temples,interesting_places",54.930672,45.314728,,
